Reporting Year,"Aggregate Level (Citywide, Borough, Council District, Census Tract)",Aggregate Level ID,Total #Storefronts,Median Square Feet,Average Square Feet,#Storefront leased to tenants,#Storefront leased and not operating on 12/31,Median Monthly Rent Per Square Foot,Average Monthly Rent Per Square Foot,Median Years Leased,Average Years Leased,#Storefronts with Leases Ending after 12/31,Median Years Lease Term Remaining after 12/31,Average Years Lease Term Remaining after 12/31,Number whose lease is due to expire within the two years after 6/1,#Storefront Reported Occupied by Owner,Median Years Occupied by Owner,Average Years Occupied by Owner,#Storefront reported Not Leased and Not Owner Occupied,Median Years Not Leased and Not Owner Occupied,Average Years Not Leased and Not Owner Occupied,#Storefront under construction with DOB Projects Listed,Median years for construction projects,Average years for construction projects
2021,Census Tract,2.0442.00,13,900.00,1275.08,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0434.00,50,765.00,1379.12,48,*,3.50,4.26,5.00,7.33,35,2.00,3.60,18,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0431.00,66,765.00,1839.76,61,0,3.00,3.93,5.17,7.73,35,3.58,4.19,15,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0429.02,28,758.00,1781.36,24,*,4.00,7.75,10.05,10.05,17,5.75,5.35,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0425.00,52,990.00,1366.56,51,*,3.00,3.43,6.00,7.85,28,4.00,3.89,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0424.00,14,1005.00,2100.71,14,0,3.00,3.10,5.96,9.58,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0423.00,57,600.00,1166.00,53,*,3.17,3.74,5.25,7.03,30,2.33,2.59,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0422.00,44,1000.00,1689.43,39,*,3.00,3.06,5.00,5.75,24,3.50,3.74,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0421.00,52,1254.50,1930.87,51,*,4.00,4.45,1.00,3.32,11,7.84,6.60,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0420.00,26,669.50,1945.85,23,0,2.00,3.06,5.92,8.83,20,2.12,3.53,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0419.00,23,1000.00,1956.39,22,0,5.00,5.29,10.00,10.32,17,3.00,4.64,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0418.00,40,950.00,1628.18,39,0,3.00,3.26,10.00,8.92,27,2.50,3.43,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0415.00,10,2000.00,1833.10,10,0,2.00,1.80,2.50,5.29,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0414.00,34,1090.00,2993.71,24,*,3.00,4.17,5.09,9.18,11,5.42,8.36,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0413.00,20,789.00,1186.80,15,*,3.00,4.01,5.94,6.76,11,4.00,4.51,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0411.00,28,825.00,1282.71,24,*,3.67,4.25,3.50,6.34,12,5.00,5.69,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0408.00,18,1086.50,3611.06,18,0,2.50,2.81,10.00,12.55,17,1.41,4.12,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0407.02,36,749.00,1054.92,35,*,3.00,4.23,5.08,7.34,30,2.71,3.24,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0407.01,45,850.00,1072.29,42,10,3.00,5.32,1.00,2.58,10,2.33,2.80,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0406.00,50,886.00,1298.80,48,*,2.58,2.61,10.00,10.07,38,4.00,3.77,15,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0405.02,13,525.00,961.15,12,0,4.50,4.63,3.00,5.84,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0405.01,12,605.00,834.33,12,0,4.00,4.02,10.01,12.10,10,6.08,5.80,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0404.00,11,868.00,1145.18,11,0,3.00,2.76,12.51,14.01,10,6.54,6.30,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0403.04,22,625.00,1856.32,21,*,5.00,4.50,5.00,9.38,20,1.62,2.02,15,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0403.03,11,1110.00,1567.00,10,0,3.00,3.28,8.99,9.67,10,2.96,2.74,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0403.02,13,900.00,1011.31,12,0,2.85,3.94,10.00,9.49,12,2.08,3.44,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0401.00,53,1250.00,6753.36,50,0,4.00,6.36,10.01,13.01,47,3.67,4.52,14,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0399.02,61,700.00,1906.97,48,0,5.63,7.04,10.00,9.90,35,4.01,5.16,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0399.01,51,1250.00,2686.20,37,*,4.00,6.01,10.05,10.36,33,3.25,3.71,*,*,*,*,*,*,*,10,1.00,1.00
2021,Census Tract,2.0397.00,36,1425.00,3584.50,29,0,4.41,4.71,9.00,10.16,21,3.42,7.25,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0396.00,44,792.00,1524.84,42,*,2.92,2.98,4.00,6.46,22,1.58,2.48,13,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0395.00,44,1678.00,3864.16,39,*,2.40,5.80,3.00,5.35,18,2.21,3.37,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0394.00,10,1175.00,2109.60,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0393.00,15,594.00,691.13,15,0,4.00,4.38,10.04,13.24,15,4.50,4.82,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0392.00,19,800.00,1405.16,16,*,3.92,3.73,4.37,4.86,10,2.08,3.09,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0391.00,110,663.50,1085.32,93,17,3.00,4.10,3.00,6.14,40,3.50,4.06,14,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0390.00,27,880.00,1394.48,27,0,2.00,2.16,1.00,6.36,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0389.00,71,800.00,2301.34,61,*,3.33,5.02,5.00,5.67,35,2.92,3.96,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0387.00,42,2031.00,4226.88,38,*,3.19,3.88,9.86,9.77,31,2.58,3.43,10,*,*,*,*,*,*,*,*,*
2021,Census Tract,2.0386.00,46,960.00,1707.09,45,*,3.00,2.86,5.28,9.47,23,1.92,3.81,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0385.00,18,817.00,889.17,18,0,3.79,3.58,10.01,10.57,17,3.00,4.33,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0383.02,26,1828.00,4486.08,23,0,2.00,2.22,10.00,10.35,21,2.92,3.55,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0383.01,27,629.00,775.15,25,*,5.83,6.25,4.00,7.29,18,1.21,3.49,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0381.00,46,502.00,845.96,42,*,4.00,3.50,9.63,11.01,30,2.63,5.15,14,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0380.00,34,701.00,2719.18,32,*,3.00,3.38,2.99,7.10,15,2.08,5.67,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0379.00,15,1250.00,3698.73,13,0,3.42,6.19,5.24,7.42,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0378.00,18,1000.00,2266.67,15,0,4.00,4.53,12.01,12.57,14,4.88,6.35,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0375.04,33,1300.00,2220.36,29,*,2.83,4.82,10.01,9.64,24,3.09,4.26,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,2.0374.00,34,1318.00,2263.56,27,0,2.00,2.46,5.00,6.15,18,3.21,3.33,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0373.00,60,950.00,1435.20,57,*,4.00,5.33,3.00,5.63,21,3.58,4.10,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0372.00,12,828.00,2185.42,10,*,2.50,2.87,8.40,7.36,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0371.00,32,1500.00,1901.41,31,*,3.00,3.55,1.00,5.63,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0370.00,18,1000.00,1680.89,17,0,3.58,3.80,2.00,4.35,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0369.01,28,1219.00,2288.14,24,*,4.00,5.76,1.00,4.20,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0365.02,28,1208.00,1548.00,23,*,3.13,3.60,5.05,7.31,19,3.33,3.87,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0365.01,43,1100.00,1997.67,36,*,3.00,3.99,1.00,3.22,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0364.00,29,1125.00,1756.83,21,0,2.00,2.81,2.00,4.95,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0363.00,36,1360.00,1972.39,35,*,3.67,8.15,7.51,13.22,29,2.08,2.97,13,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0361.00,10,1428.50,2588.90,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,*,*,*,0,0.00,0.00
2021,Census Tract,2.0359.00,19,1116.00,3698.58,19,0,6.00,8.53,10.01,9.94,18,4.17,5.41,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0358.00,18,1200.00,1781.50,16,*,2.04,2.32,4.38,8.27,13,1.50,3.26,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0350.00,13,680.00,1176.92,11,0,3.00,3.92,1.00,3.89,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0348.00,23,1100.00,1657.39,23,0,2.17,2.38,11.01,15.83,20,3.87,4.85,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0344.00,13,2030.00,1619.08,*,*,*,*,*,*,0,0.00,0.00,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0342.00,16,1206.00,2155.56,14,0,2.00,2.36,1.00,5.34,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0340.00,12,1350.00,3275.00,12,*,2.00,2.67,1.00,1.42,0,0.00,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0338.00,39,1000.00,3355.56,33,*,3.51,3.46,4.92,6.50,20,3.04,4.43,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0337.00,46,1050.00,1649.17,42,*,3.38,6.78,10.00,10.69,35,3.16,3.71,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0336.00,55,924.00,1885.25,54,20,4.00,5.23,5.01,6.22,34,2.67,3.15,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0332.02,20,686.50,868.95,19,*,5.00,5.75,10.00,11.00,14,4.71,4.54,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0330.00,66,1166.00,2413.79,64,*,3.00,3.31,9.99,10.72,52,3.42,4.20,18,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0328.00,27,1100.00,2491.26,26,*,3.06,9.23,4.96,5.97,17,2.50,3.10,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0326.00,23,900.00,1430.96,21,*,3.00,5.67,7.58,11.58,18,3.92,3.60,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0323.00,13,650.00,971.92,10,0,3.00,3.40,5.15,10.27,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0312.00,34,1270.00,2072.88,32,*,4.00,7.88,1.00,3.62,10,1.50,2.79,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0310.00,11,8626.00,20761.55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0302.00,19,1131.00,2507.74,19,0,3.00,2.47,10.00,10.76,19,1.83,2.92,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0300.00,15,1800.00,2430.47,14,0,4.00,4.20,1.00,8.10,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0297.00,31,1200.00,1521.87,27,0,6.00,6.15,10.01,16.68,21,4.00,4.47,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0296.00,25,3500.00,4075.48,18,*,1.42,1.91,1.00,7.45,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,2.0295.00,68,1160.50,1778.57,65,*,4.00,4.52,10.00,12.84,59,4.00,4.26,20,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0293.02,40,1119.00,7785.63,34,0,4.00,4.24,17.01,21.96,33,3.00,4.85,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0289.00,111,900.00,1482.78,104,*,5.00,5.71,10.01,10.97,77,2.75,3.66,26,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0288.00,29,1000.00,1665.21,26,*,3.90,3.60,5.17,9.13,19,1.92,3.07,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0287.00,15,2100.00,4513.67,15,*,3.83,4.41,7.00,7.40,11,2.00,3.68,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0285.00,19,1679.00,2400.00,18,*,3.00,4.94,5.00,7.91,14,3.75,4.32,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0283.00,65,2030.00,6174.52,52,*,4.21,6.70,10.02,10.64,39,4.52,5.33,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0279.00,26,825.50,1238.19,25,0,3.00,2.70,5.00,5.38,13,2.75,3.45,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0277.00,28,901.00,879.71,28,0,4.04,4.67,4.00,6.90,16,2.00,2.79,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0273.00,26,761.50,1157.69,24,*,2.00,2.49,7.00,8.64,20,3.12,3.97,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0267.01,26,1015.00,1004.35,24,0,2.00,2.88,11.59,13.82,24,6.29,7.13,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0266.02,60,882.50,1507.68,50,10,4.00,7.20,5.00,8.46,28,3.29,3.74,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0266.01,18,1419.50,1367.22,16,*,19.00,14.83,7.04,9.49,13,1.83,3.66,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0265.00,43,1000.00,2125.05,42,*,5.00,5.98,6.46,7.64,22,4.08,5.46,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0264.00,17,950.00,2074.47,14,0,2.50,2.82,1.00,4.94,*,*,*,0,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0263.00,22,605.50,943.18,22,0,8.50,9.09,11.02,12.05,16,4.34,4.88,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0256.00,15,1000.00,2018.60,12,*,11.50,11.33,4.63,4.94,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0255.00,11,1032.00,1185.27,11,0,5.00,3.73,10.01,9.75,11,3.00,4.18,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0254.00,13,600.00,888.46,13,0,28.00,21.35,3.00,5.16,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0253.00,24,1212.00,1796.17,24,0,5.50,6.09,12.04,14.44,24,2.94,4.16,10,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0252.00,35,800.00,1375.86,31,0,3.00,2.75,1.00,3.65,11,3.00,3.28,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0251.00,51,750.00,1421.57,48,*,4.00,4.57,7.19,8.63,40,3.92,4.61,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0250.00,28,692.50,1086.79,27,*,3.00,3.26,9.00,8.73,20,3.21,4.01,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0248.00,37,1330.00,1435.89,33,*,3.00,3.79,10.00,11.41,26,3.46,3.67,10,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0245.02,21,900.00,1751.43,21,*,4.00,4.00,10.35,12.85,20,4.42,6.49,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0244.00,16,1018.00,1702.63,12,*,2.00,1.98,1.00,2.41,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0243.00,43,1050.00,6781.65,40,0,5.00,5.06,1.00,4.62,17,3.09,3.35,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0241.00,63,1060.00,2016.81,62,*,4.00,5.29,10.00,10.65,44,4.17,4.92,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0240.00,14,1000.00,1201.00,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0239.00,87,1200.00,2156.84,83,0,4.00,5.33,9.01,10.05,61,3.09,3.89,15,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0238.00,22,1000.00,4271.59,18,*,2.31,3.36,7.59,7.30,16,1.00,3.06,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0237.04,54,543.50,710.67,54,0,3.59,5.03,7.55,8.77,46,2.50,3.29,21,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0237.03,78,800.00,1545.92,76,*,6.00,7.83,10.00,10.76,59,2.50,3.30,22,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0237.02,34,1424.00,4245.09,31,0,5.00,6.35,5.26,7.98,19,4.58,5.19,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0236.00,35,700.00,1013.66,33,10,3.00,5.02,7.34,8.24,25,4.00,3.65,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0235.02,33,664.00,1489.45,33,0,4.00,4.46,10.00,10.45,26,4.37,4.35,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0235.01,34,1035.00,1798.62,31,0,4.17,5.06,9.92,7.22,21,3.16,4.19,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0233.01,14,1050.00,1671.07,12,*,2.58,2.81,8.50,9.21,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0232.00,26,1624.00,2197.23,24,0,3.00,3.71,10.00,10.37,24,3.00,4.14,10,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0231.00,33,1706.00,2452.88,26,*,3.00,4.15,6.31,8.77,23,4.50,4.67,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0229.02,26,594.00,921.92,24,*,3.00,4.13,7.76,7.47,18,2.08,3.26,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0228.00,25,915.00,1045.32,25,0,3.00,3.41,10.00,7.65,17,2.67,3.31,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0227.02,25,728.00,1092.84,25,0,4.00,3.96,14.76,14.87,23,4.25,4.76,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0227.01,31,884.00,1683.55,30,0,4.00,4.80,10.13,12.20,19,1.67,4.32,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0225.00,43,560.00,776.95,42,0,4.50,4.71,9.96,10.89,40,2.62,3.14,16,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0224.04,50,1240.00,2147.66,49,*,4.75,10.23,10.00,12.00,32,4.71,4.83,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0224.03,21,2475.00,3467.71,19,*,5.75,11.51,10.42,13.10,15,5.22,5.61,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0224.01,34,1577.50,2858.71,34,*,5.13,5.44,11.01,13.75,32,5.63,5.75,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0223.00,47,1000.00,1642.26,46,*,6.61,7.60,5.38,6.82,29,2.97,4.08,11,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0222.00,68,1200.00,2399.00,64,*,3.00,3.67,6.00,8.54,49,3.00,4.07,19,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0221.02,26,880.00,1225.65,26,0,3.30,4.80,5.78,8.91,16,3.92,4.83,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0221.01,37,1500.00,2697.32,32,0,3.00,4.45,10.01,11.09,28,3.54,5.51,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0220.00,13,1945.00,3230.23,13,0,2.00,2.15,12.42,11.20,13,3.13,3.83,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0219.00,20,570.00,4505.40,12,0,3.40,3.97,9.63,10.38,10,2.42,4.51,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0218.00,21,650.00,805.43,20,*,2.50,3.20,5.79,7.59,19,1.50,2.60,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0217.00,13,1500.00,2042.31,13,*,2.00,2.79,5.00,7.57,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0216.02,98,1208.00,2945.09,77,*,3.00,3.75,8.10,8.21,63,3.00,4.25,22,0,0.00,0.00,21,1.00,1.37,0,0.00,0.00
2021,Census Tract,2.0216.01,26,600.00,672.46,25,*,2.00,2.50,3.00,5.97,14,3.79,4.04,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0215.02,28,865.00,1898.39,27,*,3.00,3.43,5.00,7.57,18,2.62,3.69,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0215.01,30,1218.50,1952.33,30,0,4.50,5.62,10.00,9.63,26,4.92,4.87,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0213.02,13,1600.00,1286.77,12,0,2.00,3.56,5.71,5.12,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0213.01,11,1000.00,2217.55,10,0,3.00,3.77,10.36,12.51,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0212.00,10,3436.00,19937.10,*,*,*,*,*,*,*,*,*,*,0,0.00,0.00,*,*,*,0,0.00,0.00
2021,Census Tract,2.0211.00,19,920.00,2118.47,19,0,3.00,4.11,10.00,9.94,16,2.63,4.60,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0209.00,32,1000.00,2156.88,30,*,3.00,3.45,6.04,7.44,25,2.50,2.88,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0206.01,15,875.00,1606.67,14,*,2.00,2.07,10.03,14.23,14,4.13,4.26,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0202.00,21,700.00,1071.43,20,*,3.00,3.60,8.00,10.72,17,3.33,4.10,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0201.00,10,585.50,588.10,10,0,4.00,5.00,6.20,7.17,10,2.04,2.55,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0200.00,104,1285.00,2120.23,95,*,4.00,11.21,7.00,7.80,60,3.67,4.46,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0199.00,34,750.00,1086.18,30,*,2.92,3.16,10.03,11.68,25,4.84,5.13,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0197.00,85,700.00,1341.12,80,*,5.00,5.24,10.03,12.55,78,2.83,3.80,19,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0195.00,38,1000.00,1755.39,35,*,4.50,6.11,11.97,12.96,29,4.09,4.70,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0194.00,21,750.00,1312.57,19,0,3.00,8.30,4.00,6.54,10,2.83,3.39,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0193.00,12,1319.50,4004.17,12,0,2.00,1.75,2.00,6.87,*,*,*,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0189.00,44,900.00,1171.11,41,*,3.00,7.20,8.00,9.61,36,2.92,3.73,13,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0185.00,61,1365.00,3228.59,51,*,2.53,3.78,10.01,10.11,45,3.67,4.48,12,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0184.00,25,1100.00,2231.92,21,*,4.00,9.90,5.00,9.53,12,3.04,4.27,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0183.02,12,804.00,931.83,11,0,3.00,3.36,6.84,6.51,10,2.25,2.41,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0183.01,24,975.00,1059.83,24,0,4.00,4.35,7.38,10.57,18,2.92,3.27,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0181.02,40,650.00,813.10,35,0,4.67,4.67,5.00,6.58,18,4.17,4.96,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0181.01,31,800.00,1195.61,29,0,5.00,7.44,6.96,9.13,20,3.42,4.86,*,*,*,*,*,*,*,*,*,*
2021,Census Tract,2.0179.02,12,682.50,665.25,12,0,3.00,3.75,5.07,7.17,12,3.00,3.02,*,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0179.01,38,812.00,1031.53,34,0,5.00,5.95,6.00,8.74,24,4.00,3.73,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0177.02,25,1254.00,2465.12,22,0,2.00,2.23,4.33,5.12,14,1.00,2.34,*,*,*,*,*,*,*,0,0.00,0.00
2021,Census Tract,2.0177.01,21,1388.00,3043.52,21,0,3.00,2.90,4.17,4.27,*,*,*,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00
2021,Census Tract,2.0175.00,25,892.00,1335.16,24,*,3.00,5.43,10.00,9.82,23,2.92,3.86,*,*,*,*,*,*,*,0,0.00,0.00
